cell	count(cell)	drug	count(drug)	count(cell,drug)	ratio(by drug)	ratio(bycell)
NCI-H1793	91	TTK	7	0	0	0
MCF7	404	TTK	7	0	0	0
HCC1395	183	TTK	7	0	0	0
NCI-H1299	91	TTK	7	0	0	0
COLO-205	123	TTK	7	1	0.142857142857143	0.00813008130081301
UM-UC-3	196	TTK	7	0	0	0
NCI-SNU-16	26	TTK	7	0	0	0
BT-549	139	TTK	7	0	0	0
NCI-H522	88	TTK	7	0	0	0
Calu-6	87	TTK	7	0	0	0
TCCSUP	193	TTK	7	0	0	0
RT4	27	TTK	7	0	0	0
CAL-120	158	TTK	7	0	0	0
DU-4475	125	TTK	7	0	0	0
HCC1954	50	TTK	7	0	0	0
NCI-H2085	90	TTK	7	0	0	0
HCC1937	139	TTK	7	0	0	0
LS-513	123	TTK	7	0	0	0
HCC1569	52	TTK	7	0	0	0
NCI-H1975	91	TTK	7	0	0	0
MFM-223	138	TTK	7	0	0	0
Calu-3	57	TTK	7	0	0	0
BFTC-905	186	TTK	7	0	0	0
J82	195	TTK	7	0	0	0
C32	76	TTK	7	0	0	0
T47D	365	TTK	7	0	0	0
NCI-H2228	85	TTK	7	0	0	0
A549	87	TTK	7	0	0	0
BT-474	435	TTK	7	0	0	0
NCI-H3122	70	TTK	7	0	0	0
MDA-MB-157	190	TTK	7	0	0	0
SW900	87	TTK	7	0	0	0
UACC-812	340	TTK	7	0	0	0
KU-19-19	68	TTK	7	0	0	0
BT-20	192	TTK	7	0	0	0
MDA-MB-436	187	TTK	7	0	0	0
RKO	63	TTK	7	1	0.142857142857143	0.0158730158730159
M14	129	TTK	7	0	0	0
T-24	188	TTK	7	0	0	0
NCI-H2291	89	TTK	7	0	0	0
SW837	104	TTK	7	1	0.142857142857143	0.00961538461538462
MDA-MB-415	52	TTK	7	0	0	0
VCaP	29	TTK	7	0	0	0
MDA-MB-453	188	TTK	7	0	0	0
HCC1143	136	TTK	7	0	0	0
HCC70	180	TTK	7	0	0	0
CAL-51	140	TTK	7	0	0	0
22RV1	26	TTK	7	0	0	0
HCC1806	140	TTK	7	0	0	0
HT-1197	168	TTK	7	0	0	0
KATOIII	27	MAP2K_3	96	0	0	0
Hs-578-T	127	MAP2K_3	96	0	0	0
CAMA-1	427	MAP2K_3	96	3	0.03125	0.00702576112412178
MDA-MB-361	451	MAP2K_3	96	3	0.03125	0.00665188470066519
NCI-H23	85	MAP2K_3	96	2	0.0208333333333333	0.0235294117647059
SW780	181	MAP2K_3	96	0	0	0
SW48	124	MAP2K_3	96	0	0	0
MDA-MB-175-VII	88	MAP2K_3	96	0	0	0
HT-1376	170	MAP2K_3	96	0	0	0
CAL-148	138	MAP2K_3	96	0	0	0
KMS-11	19	MAP2K_3	96	0	0	0
VM-CUB-1	128	MAP2K_3	96	0	0	0
DMS-114	110	MAP2K_3	96	2	0.0208333333333333	0.0181818181818182
SW948	95	MAP2K_3	96	0	0	0
HCC1187	189	MAP2K_3	96	3	0.03125	0.0158730158730159
NCI-H520	111	MAP2K_3	96	2	0.0208333333333333	0.018018018018018
HCC38	137	MAP2K_3	96	0	0	0
MDA-MB-231	140	MAP2K_3	96	0	0	0
NCI-H226	79	MAP2K_3	96	2	0.0208333333333333	0.0253164556962025
SW620	106	MAP2K_3	96	0	0	0
HCC1500	375	MAP2K_3	96	0	0	0
MDA-MB-468	181	MAP2K_3	96	3	0.03125	0.0165745856353591
NCI-H358	91	MAP2K_3	96	2	0.0208333333333333	0.021978021978022
HT-29	84	MAP2K_3	96	0	0	0
EVSA-T	35	MAP2K_3	96	3	0.03125	0.0857142857142857
647-V	191	MAP2K_3	96	0	0	0
NCI-H747	110	MAP2K_3	96	0	0	0
NCI-H1437	89	MAP2K_3	96	2	0.0208333333333333	0.0224719101123595
HCC1428	136	MAP2K_3	96	0	0	0
NCI-H1703	118	MAP2K_3	96	2	0.0208333333333333	0.0169491525423729
HCC1419	262	MAP2K_3	96	3	0.03125	0.0114503816793893
NCI-H838	84	MAP2K_3	96	1	0.0104166666666667	0.0119047619047619
NCI-H2170	77	MAP2K_3	96	2	0.0208333333333333	0.025974025974026
HCT-116	63	MAP2K_3	96	0	0	0
NCI-H1563	65	MAP2K_3	96	2	0.0208333333333333	0.0307692307692308
NCI-H1793	91	MAP2K_3	96	2	0.0208333333333333	0.021978021978022
MCF7	404	MAP2K_3	96	3	0.03125	0.00742574257425743
HCC1395	183	MAP2K_3	96	3	0.03125	0.0163934426229508
NCI-H1299	91	MAP2K_3	96	2	0.0208333333333333	0.021978021978022
COLO-205	123	MAP2K_3	96	0	0	0
UM-UC-3	196	MAP2K_3	96	0	0	0
NCI-SNU-16	26	MAP2K_3	96	0	0	0
BT-549	139	MAP2K_3	96	0	0	0
NCI-H522	88	MAP2K_3	96	2	0.0208333333333333	0.0227272727272727
Calu-6	87	MAP2K_3	96	2	0.0208333333333333	0.0229885057471264
TCCSUP	193	MAP2K_3	96	0	0	0
RT4	27	MAP2K_3	96	0	0	0
CAL-120	158	MAP2K_3	96	0	0	0
DU-4475	125	MAP2K_3	96	0	0	0
HCC1954	50	MAP2K_3	96	3	0.03125	0.06
NCI-H2085	90	MAP2K_3	96	2	0.0208333333333333	0.0222222222222222
HCC1937	139	MAP2K_3	96	0	0	0
LS-513	123	MAP2K_3	96	0	0	0
HCC1569	52	MAP2K_3	96	3	0.03125	0.0576923076923077
NCI-H1975	91	MAP2K_3	96	2	0.0208333333333333	0.021978021978022
MFM-223	138	MAP2K_3	96	0	0	0
Calu-3	57	MAP2K_3	96	2	0.0208333333333333	0.0350877192982456
BFTC-905	186	MAP2K_3	96	0	0	0
J82	195	MAP2K_3	96	0	0	0
C32	76	MAP2K_3	96	0	0	0
T47D	365	MAP2K_3	96	3	0.03125	0.00821917808219178
NCI-H2228	85	MAP2K_3	96	2	0.0208333333333333	0.0235294117647059
A549	87	MAP2K_3	96	2	0.0208333333333333	0.0229885057471264
BT-474	435	MAP2K_3	96	3	0.03125	0.00689655172413793
NCI-H3122	70	MAP2K_3	96	1	0.0104166666666667	0.0142857142857143
MDA-MB-157	190	MAP2K_3	96	3	0.03125	0.0157894736842105
SW900	87	MAP2K_3	96	2	0.0208333333333333	0.0229885057471264
UACC-812	340	MAP2K_3	96	0	0	0
KU-19-19	68	MAP2K_3	96	0	0	0
BT-20	192	MAP2K_3	96	3	0.03125	0.015625
MDA-MB-436	187	MAP2K_3	96	3	0.03125	0.0160427807486631
RKO	63	MAP2K_3	96	0	0	0
M14	129	MAP2K_3	96	0	0	0
T-24	188	MAP2K_3	96	0	0	0
NCI-H2291	89	MAP2K_3	96	2	0.0208333333333333	0.0224719101123595
SW837	104	MAP2K_3	96	0	0	0
MDA-MB-415	52	MAP2K_3	96	3	0.03125	0.0576923076923077
VCaP	29	MAP2K_3	96	0	0	0
MDA-MB-453	188	MAP2K_3	96	3	0.03125	0.0159574468085106
HCC1143	136	MAP2K_3	96	0	0	0
HCC70	180	MAP2K_3	96	3	0.03125	0.0166666666666667
CAL-51	140	MAP2K_3	96	0	0	0
22RV1	26	MAP2K_3	96	0	0	0
HCC1806	140	MAP2K_3	96	0	0	0
HT-1197	168	MAP2K_3	96	0	0	0
KATOIII	27	ERBB	817	1	0.00122399020807834	0.037037037037037
Hs-578-T	127	ERBB	817	10	0.0122399020807834	0.078740157480315
CAMA-1	427	ERBB	817	30	0.0367197062423501	0.0702576112412178
MDA-MB-361	451	ERBB	817	41	0.0501835985312118	0.0909090909090909
NCI-H23	85	ERBB	817	1	0.00122399020807834	0.0117647058823529
SW780	181	ERBB	817	16	0.0195838433292534	0.0883977900552486
SW48	124	ERBB	817	4	0.00489596083231334	0.032258064516129
MDA-MB-175-VII	88	ERBB	817	5	0.00611995104039168	0.0568181818181818
HT-1376	170	ERBB	817	21	0.025703794369645	0.123529411764706
CAL-148	138	ERBB	817	10	0.0122399020807834	0.072463768115942
KMS-11	19	ERBB	817	1	0.00122399020807834	0.0526315789473684
VM-CUB-1	128	ERBB	817	12	0.01468788249694	0.09375
DMS-114	110	ERBB	817	2	0.00244798041615667	0.0181818181818182
SW948	95	ERBB	817	0	0	0
HCC1187	189	ERBB	817	14	0.0171358629130967	0.0740740740740741
NCI-H520	111	ERBB	817	2	0.00244798041615667	0.018018018018018
HCC38	137	ERBB	817	10	0.0122399020807834	0.072992700729927
MDA-MB-231	140	ERBB	817	10	0.0122399020807834	0.0714285714285714
NCI-H226	79	ERBB	817	1	0.00122399020807834	0.0126582278481013
SW620	106	ERBB	817	4	0.00489596083231334	0.0377358490566038
HCC1500	375	ERBB	817	36	0.0440636474908201	0.096
MDA-MB-468	181	ERBB	817	14	0.0171358629130967	0.0773480662983425
NCI-H358	91	ERBB	817	1	0.00122399020807834	0.010989010989011
HT-29	84	ERBB	817	2	0.00244798041615667	0.0238095238095238
EVSA-T	35	ERBB	817	0	0	0
647-V	191	ERBB	817	21	0.025703794369645	0.109947643979058
NCI-H747	110	ERBB	817	4	0.00489596083231334	0.0363636363636364
NCI-H1437	89	ERBB	817	1	0.00122399020807834	0.0112359550561798
HCC1428	136	ERBB	817	10	0.0122399020807834	0.0735294117647059
NCI-H1703	118	ERBB	817	2	0.00244798041615667	0.0169491525423729
HCC1419	262	ERBB	817	29	0.0354957160342717	0.110687022900763
NCI-H838	84	ERBB	817	1	0.00122399020807834	0.0119047619047619
NCI-H2170	77	ERBB	817	1	0.00122399020807834	0.012987012987013
HCT-116	63	ERBB	817	3	0.00367197062423501	0.0476190476190476
NCI-H1563	65	ERBB	817	1	0.00122399020807834	0.0153846153846154
NCI-H1793	91	ERBB	817	1	0.00122399020807834	0.010989010989011
MCF7	404	ERBB	817	40	0.0489596083231334	0.099009900990099
HCC1395	183	ERBB	817	13	0.0159118727050184	0.0710382513661202
NCI-H1299	91	ERBB	817	1	0.00122399020807834	0.010989010989011
COLO-205	123	ERBB	817	4	0.00489596083231334	0.032520325203252
UM-UC-3	196	ERBB	817	21	0.025703794369645	0.107142857142857
NCI-SNU-16	26	ERBB	817	1	0.00122399020807834	0.0384615384615385
BT-549	139	ERBB	817	10	0.0122399020807834	0.0719424460431655
NCI-H522	88	ERBB	817	1	0.00122399020807834	0.0113636363636364
Calu-6	87	ERBB	817	1	0.00122399020807834	0.0114942528735632
TCCSUP	193	ERBB	817	21	0.025703794369645	0.10880829015544
RT4	27	ERBB	817	1	0.00122399020807834	0.037037037037037
CAL-120	158	ERBB	817	11	0.0134638922888617	0.069620253164557
DU-4475	125	ERBB	817	8	0.00979192166462668	0.064
HCC1954	50	ERBB	817	4	0.00489596083231334	0.08
NCI-H2085	90	ERBB	817	1	0.00122399020807834	0.0111111111111111
HCC1937	139	ERBB	817	10	0.0122399020807834	0.0719424460431655
LS-513	123	ERBB	817	4	0.00489596083231334	0.032520325203252
HCC1569	52	ERBB	817	4	0.00489596083231334	0.0769230769230769
NCI-H1975	91	ERBB	817	1	0.00122399020807834	0.010989010989011
MFM-223	138	ERBB	817	10	0.0122399020807834	0.072463768115942
Calu-3	57	ERBB	817	0	0	0
BFTC-905	186	ERBB	817	20	0.0244798041615667	0.10752688172043
J82	195	ERBB	817	21	0.025703794369645	0.107692307692308
C32	76	ERBB	817	0	0	0
T47D	365	ERBB	817	40	0.0489596083231334	0.10958904109589
NCI-H2228	85	ERBB	817	1	0.00122399020807834	0.0117647058823529
A549	87	ERBB	817	1	0.00122399020807834	0.0114942528735632
BT-474	435	ERBB	817	41	0.0501835985312118	0.0942528735632184
NCI-H3122	70	ERBB	817	0	0	0
MDA-MB-157	190	ERBB	817	14	0.0171358629130967	0.0736842105263158
SW900	87	ERBB	817	1	0.00122399020807834	0.0114942528735632
UACC-812	340	ERBB	817	37	0.0452876376988984	0.108823529411765
KU-19-19	68	ERBB	817	6	0.00734394124847001	0.0882352941176471
BT-20	192	ERBB	817	14	0.0171358629130967	0.0729166666666667
MDA-MB-436	187	ERBB	817	14	0.0171358629130967	0.0748663101604278
RKO	63	ERBB	817	0	0	0
M14	129	ERBB	817	9	0.011015911872705	0.0697674418604651
T-24	188	ERBB	817	21	0.025703794369645	0.111702127659574
NCI-H2291	89	ERBB	817	1	0.00122399020807834	0.0112359550561798
SW837	104	ERBB	817	3	0.00367197062423501	0.0288461538461538
MDA-MB-415	52	ERBB	817	4	0.00489596083231334	0.0769230769230769
VCaP	29	ERBB	817	2	0.00244798041615667	0.0689655172413793
MDA-MB-453	188	ERBB	817	14	0.0171358629130967	0.074468085106383
HCC1143	136	ERBB	817	8	0.00979192166462668	0.0588235294117647
HCC70	180	ERBB	817	13	0.0159118727050184	0.0722222222222222
CAL-51	140	ERBB	817	10	0.0122399020807834	0.0714285714285714
22RV1	26	ERBB	817	4	0.00489596083231334	0.153846153846154
HCC1806	140	ERBB	817	10	0.0122399020807834	0.0714285714285714
HT-1197	168	ERBB	817	19	0.0232558139534884	0.113095238095238
KATOIII	27	PARP1	694	1	0.00144092219020173	0.037037037037037
Hs-578-T	127	PARP1	694	5	0.00720461095100865	0.0393700787401575
CAMA-1	427	PARP1	694	29	0.0417867435158501	0.0679156908665105
MDA-MB-361	451	PARP1	694	36	0.0518731988472622	0.0798226164079823
NCI-H23	85	PARP1	694	1	0.00144092219020173	0.0117647058823529
SW780	181	PARP1	694	18	0.0259365994236311	0.0994475138121547
SW48	124	PARP1	694	4	0.00576368876080692	0.032258064516129
MDA-MB-175-VII	88	PARP1	694	11	0.015850144092219	0.125
HT-1376	170	PARP1	694	17	0.0244956772334294	0.1
CAL-148	138	PARP1	694	8	0.0115273775216138	0.0579710144927536
KMS-11	19	PARP1	694	0	0	0
VM-CUB-1	128	PARP1	694	12	0.0172910662824208	0.09375
DMS-114	110	PARP1	694	1	0.00144092219020173	0.00909090909090909
SW948	95	PARP1	694	3	0.00432276657060519	0.0315789473684211
HCC1187	189	PARP1	694	8	0.0115273775216138	0.0423280423280423
NCI-H520	111	PARP1	694	2	0.00288184438040346	0.018018018018018
HCC38	137	PARP1	694	8	0.0115273775216138	0.0583941605839416
MDA-MB-231	140	PARP1	694	8	0.0115273775216138	0.0571428571428571
NCI-H226	79	PARP1	694	1	0.00144092219020173	0.0126582278481013
SW620	106	PARP1	694	3	0.00432276657060519	0.0283018867924528
HCC1500	375	PARP1	694	36	0.0518731988472622	0.096
MDA-MB-468	181	PARP1	694	8	0.0115273775216138	0.0441988950276243
NCI-H358	91	PARP1	694	1	0.00144092219020173	0.010989010989011
HT-29	84	PARP1	694	3	0.00432276657060519	0.0357142857142857
EVSA-T	35	PARP1	694	0	0	0
647-V	191	PARP1	694	19	0.0273775216138329	0.0994764397905759
NCI-H747	110	PARP1	694	3	0.00432276657060519	0.0272727272727273
NCI-H1437	89	PARP1	694	1	0.00144092219020173	0.0112359550561798
HCC1428	136	PARP1	694	8	0.0115273775216138	0.0588235294117647
NCI-H1703	118	PARP1	694	2	0.00288184438040346	0.0169491525423729
HCC1419	262	PARP1	694	21	0.0302593659942363	0.0801526717557252
NCI-H838	84	PARP1	694	1	0.00144092219020173	0.0119047619047619
NCI-H2170	77	PARP1	694	1	0.00144092219020173	0.012987012987013
HCT-116	63	PARP1	694	2	0.00288184438040346	0.0317460317460317
NCI-H1563	65	PARP1	694	1	0.00144092219020173	0.0153846153846154
NCI-H1793	91	PARP1	694	1	0.00144092219020173	0.010989010989011
MCF7	404	PARP1	694	37	0.053314121037464	0.0915841584158416
HCC1395	183	PARP1	694	8	0.0115273775216138	0.0437158469945355
NCI-H1299	91	PARP1	694	1	0.00144092219020173	0.010989010989011
COLO-205	123	PARP1	694	4	0.00576368876080692	0.032520325203252
UM-UC-3	196	PARP1	694	19	0.0273775216138329	0.0969387755102041
NCI-SNU-16	26	PARP1	694	1	0.00144092219020173	0.0384615384615385
BT-549	139	PARP1	694	8	0.0115273775216138	0.0575539568345324
NCI-H522	88	PARP1	694	1	0.00144092219020173	0.0113636363636364
Calu-6	87	PARP1	694	1	0.00144092219020173	0.0114942528735632
TCCSUP	193	PARP1	694	19	0.0273775216138329	0.0984455958549223
RT4	27	PARP1	694	1	0.00144092219020173	0.037037037037037
CAL-120	158	PARP1	694	9	0.0129682997118156	0.0569620253164557
DU-4475	125	PARP1	694	6	0.00864553314121038	0.048
HCC1954	50	PARP1	694	0	0	0
NCI-H2085	90	PARP1	694	1	0.00144092219020173	0.0111111111111111
HCC1937	139	PARP1	694	8	0.0115273775216138	0.0575539568345324
LS-513	123	PARP1	694	4	0.00576368876080692	0.032520325203252
HCC1569	52	PARP1	694	0	0	0
NCI-H1975	91	PARP1	694	1	0.00144092219020173	0.010989010989011
MFM-223	138	PARP1	694	8	0.0115273775216138	0.0579710144927536
Calu-3	57	PARP1	694	1	0.00144092219020173	0.0175438596491228
BFTC-905	186	PARP1	694	19	0.0273775216138329	0.102150537634409
J82	195	PARP1	694	19	0.0273775216138329	0.0974358974358974
C32	76	PARP1	694	3	0.00432276657060519	0.0394736842105263
T47D	365	PARP1	694	29	0.0417867435158501	0.0794520547945206
NCI-H2228	85	PARP1	694	1	0.00144092219020173	0.0117647058823529
A549	87	PARP1	694	1	0.00144092219020173	0.0114942528735632
BT-474	435	PARP1	694	36	0.0518731988472622	0.0827586206896552
NCI-H3122	70	PARP1	694	1	0.00144092219020173	0.0142857142857143
MDA-MB-157	190	PARP1	694	8	0.0115273775216138	0.0421052631578947
SW900	87	PARP1	694	1	0.00144092219020173	0.0114942528735632
UACC-812	340	PARP1	694	37	0.053314121037464	0.108823529411765
KU-19-19	68	PARP1	694	10	0.0144092219020173	0.147058823529412
BT-20	192	PARP1	694	8	0.0115273775216138	0.0416666666666667
MDA-MB-436	187	PARP1	694	8	0.0115273775216138	0.0427807486631016
RKO	63	PARP1	694	1	0.00144092219020173	0.0158730158730159
M14	129	PARP1	694	7	0.0100864553314121	0.0542635658914729
T-24	188	PARP1	694	19	0.0273775216138329	0.101063829787234
NCI-H2291	89	PARP1	694	1	0.00144092219020173	0.0112359550561798
SW837	104	PARP1	694	4	0.00576368876080692	0.0384615384615385
MDA-MB-415	52	PARP1	694	0	0	0
VCaP	29	PARP1	694	0	0	0
MDA-MB-453	188	PARP1	694	8	0.0115273775216138	0.0425531914893617
HCC1143	136	PARP1	694	8	0.0115273775216138	0.0588235294117647
HCC70	180	PARP1	694	8	0.0115273775216138	0.0444444444444444
CAL-51	140	PARP1	694	8	0.0115273775216138	0.0571428571428571
22RV1	26	PARP1	694	0	0	0
HCC1806	140	PARP1	694	8	0.0115273775216138	0.0571428571428571
HT-1197	168	PARP1	694	19	0.0273775216138329	0.113095238095238
KATOIII	27	ADAM17	246	0	0	0
Hs-578-T	127	ADAM17	246	8	0.032520325203252	0.062992125984252
CAMA-1	427	ADAM17	246	8	0.032520325203252	0.0187353629976581
MDA-MB-361	451	ADAM17	246	0	0	0
NCI-H23	85	ADAM17	246	3	0.0121951219512195	0.0352941176470588
SW780	181	ADAM17	246	0	0	0
SW48	124	ADAM17	246	0	0	0
MDA-MB-175-VII	88	ADAM17	246	0	0	0
HT-1376	170	ADAM17	246	0	0	0
CAL-148	138	ADAM17	246	8	0.032520325203252	0.0579710144927536
KMS-11	19	ADAM17	246	0	0	0
VM-CUB-1	128	ADAM17	246	0	0	0
DMS-114	110	ADAM17	246	3	0.0121951219512195	0.0272727272727273
SW948	95	ADAM17	246	0	0	0
HCC1187	189	ADAM17	246	8	0.032520325203252	0.0423280423280423
NCI-H520	111	ADAM17	246	3	0.0121951219512195	0.027027027027027
HCC38	137	ADAM17	246	8	0.032520325203252	0.0583941605839416
MDA-MB-231	140	ADAM17	246	8	0.032520325203252	0.0571428571428571
NCI-H226	79	ADAM17	246	3	0.0121951219512195	0.0379746835443038
SW620	106	ADAM17	246	0	0	0
HCC1500	375	ADAM17	246	0	0	0
MDA-MB-468	181	ADAM17	246	8	0.032520325203252	0.0441988950276243
NCI-H358	91	ADAM17	246	3	0.0121951219512195	0.032967032967033
HT-29	84	ADAM17	246	0	0	0
EVSA-T	35	ADAM17	246	0	0	0
647-V	191	ADAM17	246	0	0	0
NCI-H747	110	ADAM17	246	0	0	0
NCI-H1437	89	ADAM17	246	3	0.0121951219512195	0.0337078651685393
HCC1428	136	ADAM17	246	8	0.032520325203252	0.0588235294117647
NCI-H1703	118	ADAM17	246	3	0.0121951219512195	0.0254237288135593
HCC1419	262	ADAM17	246	0	0	0
NCI-H838	84	ADAM17	246	3	0.0121951219512195	0.0357142857142857
NCI-H2170	77	ADAM17	246	3	0.0121951219512195	0.038961038961039
HCT-116	63	ADAM17	246	0	0	0
NCI-H1563	65	ADAM17	246	2	0.00813008130081301	0.0307692307692308
NCI-H1793	91	ADAM17	246	3	0.0121951219512195	0.032967032967033
MCF7	404	ADAM17	246	0	0	0
HCC1395	183	ADAM17	246	8	0.032520325203252	0.0437158469945355
NCI-H1299	91	ADAM17	246	3	0.0121951219512195	0.032967032967033
COLO-205	123	ADAM17	246	0	0	0
UM-UC-3	196	ADAM17	246	0	0	0
NCI-SNU-16	26	ADAM17	246	0	0	0
BT-549	139	ADAM17	246	8	0.032520325203252	0.0575539568345324
NCI-H522	88	ADAM17	246	3	0.0121951219512195	0.0340909090909091
Calu-6	87	ADAM17	246	3	0.0121951219512195	0.0344827586206897
TCCSUP	193	ADAM17	246	0	0	0
RT4	27	ADAM17	246	0	0	0
CAL-120	158	ADAM17	246	8	0.032520325203252	0.0506329113924051
DU-4475	125	ADAM17	246	8	0.032520325203252	0.064
HCC1954	50	ADAM17	246	0	0	0
NCI-H2085	90	ADAM17	246	3	0.0121951219512195	0.0333333333333333
HCC1937	139	ADAM17	246	8	0.032520325203252	0.0575539568345324
LS-513	123	ADAM17	246	0	0	0
HCC1569	52	ADAM17	246	0	0	0
NCI-H1975	91	ADAM17	246	3	0.0121951219512195	0.032967032967033
MFM-223	138	ADAM17	246	8	0.032520325203252	0.0579710144927536
Calu-3	57	ADAM17	246	1	0.0040650406504065	0.0175438596491228
BFTC-905	186	ADAM17	246	0	0	0
J82	195	ADAM17	246	0	0	0
C32	76	ADAM17	246	0	0	0
T47D	365	ADAM17	246	0	0	0
NCI-H2228	85	ADAM17	246	3	0.0121951219512195	0.0352941176470588
A549	87	ADAM17	246	3	0.0121951219512195	0.0344827586206897
BT-474	435	ADAM17	246	0	0	0
NCI-H3122	70	ADAM17	246	1	0.0040650406504065	0.0142857142857143
MDA-MB-157	190	ADAM17	246	8	0.032520325203252	0.0421052631578947
SW900	87	ADAM17	246	3	0.0121951219512195	0.0344827586206897
UACC-812	340	ADAM17	246	0	0	0
KU-19-19	68	ADAM17	246	0	0	0
BT-20	192	ADAM17	246	8	0.032520325203252	0.0416666666666667
MDA-MB-436	187	ADAM17	246	8	0.032520325203252	0.0427807486631016
RKO	63	ADAM17	246	0	0	0
M14	129	ADAM17	246	7	0.0284552845528455	0.0542635658914729
T-24	188	ADAM17	246	0	0	0
NCI-H2291	89	ADAM17	246	3	0.0121951219512195	0.0337078651685393
SW837	104	ADAM17	246	0	0	0
MDA-MB-415	52	ADAM17	246	0	0	0
VCaP	29	ADAM17	246	2	0.00813008130081301	0.0689655172413793
MDA-MB-453	188	ADAM17	246	8	0.032520325203252	0.0425531914893617
HCC1143	136	ADAM17	246	8	0.032520325203252	0.0588235294117647
HCC70	180	ADAM17	246	8	0.032520325203252	0.0444444444444444
CAL-51	140	ADAM17	246	8	0.032520325203252	0.0571428571428571
22RV1	26	ADAM17	246	0	0	0
HCC1806	140	ADAM17	246	8	0.032520325203252	0.0571428571428571
HT-1197	168	ADAM17	246	0	0	0
KATOIII	27	AR	11	0	0	0
Hs-578-T	127	AR	11	0	0	0
CAMA-1	427	AR	11	0	0	0
MDA-MB-361	451	AR	11	0	0	0
NCI-H23	85	AR	11	0	0	0
SW780	181	AR	11	0	0	0
SW48	124	AR	11	0	0	0
MDA-MB-175-VII	88	AR	11	0	0	0
HT-1376	170	AR	11	0	0	0
CAL-148	138	AR	11	0	0	0
KMS-11	19	AR	11	0	0	0
VM-CUB-1	128	AR	11	0	0	0
DMS-114	110	AR	11	0	0	0
SW948	95	AR	11	0	0	0
HCC1187	189	AR	11	0	0	0
NCI-H520	111	AR	11	0	0	0
HCC38	137	AR	11	0	0	0
MDA-MB-231	140	AR	11	0	0	0
NCI-H226	79	AR	11	0	0	0
SW620	106	AR	11	0	0	0
HCC1500	375	AR	11	0	0	0
MDA-MB-468	181	AR	11	0	0	0
NCI-H358	91	AR	11	0	0	0
HT-29	84	AR	11	0	0	0
EVSA-T	35	AR	11	0	0	0
647-V	191	AR	11	0	0	0
NCI-H747	110	AR	11	0	0	0
NCI-H1437	89	AR	11	0	0	0
HCC1428	136	AR	11	0	0	0
NCI-H1703	118	AR	11	0	0	0
HCC1419	262	AR	11	0	0	0
NCI-H838	84	AR	11	0	0	0
NCI-H2170	77	AR	11	0	0	0
HCT-116	63	AR	11	0	0	0
NCI-H1563	65	AR	11	0	0	0
NCI-H1793	91	AR	11	0	0	0
MCF7	404	AR	11	0	0	0
HCC1395	183	AR	11	0	0	0
NCI-H1299	91	AR	11	0	0	0
COLO-205	123	AR	11	0	0	0
UM-UC-3	196	AR	11	0	0	0
NCI-SNU-16	26	AR	11	0	0	0
BT-549	139	AR	11	0	0	0
NCI-H522	88	AR	11	0	0	0
Calu-6	87	AR	11	0	0	0
TCCSUP	193	AR	11	0	0	0
RT4	27	AR	11	0	0	0
CAL-120	158	AR	11	0	0	0
DU-4475	125	AR	11	0	0	0
HCC1954	50	AR	11	0	0	0
NCI-H2085	90	AR	11	0	0	0
HCC1937	139	AR	11	0	0	0
LS-513	123	AR	11	0	0	0
HCC1569	52	AR	11	0	0	0
NCI-H1975	91	AR	11	0	0	0
MFM-223	138	AR	11	0	0	0
Calu-3	57	AR	11	0	0	0
BFTC-905	186	AR	11	0	0	0
J82	195	AR	11	0	0	0
C32	76	AR	11	0	0	0
T47D	365	AR	11	0	0	0
NCI-H2228	85	AR	11	0	0	0
A549	87	AR	11	0	0	0
BT-474	435	AR	11	0	0	0
NCI-H3122	70	AR	11	0	0	0
MDA-MB-157	190	AR	11	0	0	0
SW900	87	AR	11	0	0	0
UACC-812	340	AR	11	0	0	0
KU-19-19	68	AR	11	0	0	0
BT-20	192	AR	11	0	0	0
MDA-MB-436	187	AR	11	0	0	0
RKO	63	AR	11	0	0	0
M14	129	AR	11	0	0	0
T-24	188	AR	11	0	0	0
NCI-H2291	89	AR	11	0	0	0
SW837	104	AR	11	0	0	0
MDA-MB-415	52	AR	11	0	0	0
VCaP	29	AR	11	5	0.454545454545455	0.172413793103448
MDA-MB-453	188	AR	11	0	0	0
HCC1143	136	AR	11	0	0	0
HCC70	180	AR	11	0	0	0
CAL-51	140	AR	11	0	0	0
22RV1	26	AR	11	6	0.545454545454545	0.230769230769231
HCC1806	140	AR	11	0	0	0
HT-1197	168	AR	11	0	0	0
KATOIII	27	Doxorubicin	106	0	0	0
Hs-578-T	127	Doxorubicin	106	0	0	0
CAMA-1	427	Doxorubicin	106	0	0	0
MDA-MB-361	451	Doxorubicin	106	0	0	0
NCI-H23	85	Doxorubicin	106	5	0.0471698113207547	0.0588235294117647
SW780	181	Doxorubicin	106	0	0	0
SW48	124	Doxorubicin	106	0	0	0
MDA-MB-175-VII	88	Doxorubicin	106	0	0	0
HT-1376	170	Doxorubicin	106	0	0	0
CAL-148	138	Doxorubicin	106	0	0	0
KMS-11	19	Doxorubicin	106	0	0	0
VM-CUB-1	128	Doxorubicin	106	0	0	0
DMS-114	110	Doxorubicin	106	5	0.0471698113207547	0.0454545454545455
SW948	95	Doxorubicin	106	0	0	0
HCC1187	189	Doxorubicin	106	0	0	0
NCI-H520	111	Doxorubicin	106	5	0.0471698113207547	0.045045045045045
HCC38	137	Doxorubicin	106	0	0	0
